,Product ID,Period,Value of pay,Segment of payment,Client's gender,Client's age
17389,4,40,1,101799,M,73
17390,4,99,-1,102099,M,78
17391,4,99,-1,101799,F,78
17392,4,99,-1,102199,M,78
17393,4,13,1,101799,M,55
17394,4,49,1,101799,F,24
17395,4,99,-1,102199,M,36
17396,1,40,1,101799,F,59
17397,4,44,1,102199,M,86
17398,4,52,1,101799,M,78
17399,1,38,1,101799,M,85
17400,1,42,1,101799,M,83
17401,1,38,1,101799,M,46
17402,4,42,1,101799,M,59
17403,1,16,1,101799,M,84
17404,1,52,1,101799,M,40
17405,1,52,1,101799,F,28
17406,4,16,1,101799,M,70
17407,4,42,1,102099,M,80
17408,4,42,2,102299,F,76
17409,1,16,1,102199,F,72
17410,4,99,-1,102199,M,76
17411,4,70,2,102099,M,66
17412,4,44,10,102199,M,55
17413,6,16,1,101799,M,70
17414,4,40,1,102199,M,69
17415,4,13,1,101799,F,24
17416,4,99,-1,102199,M,23
17417,4,99,-16,102099,M,75
17418,4,99,-8,102099,M,39
17419,4,13,"4783,8",101799,F,30
17420,2,44,"1146,44",101799,F,45
17421,4,99,-1,102099,F,75
17422,2,44,1,101799,M,60
17423,4,40,1,102199,M,66
17424,4,99,-1,101799,M,23
17425,1,40,1,101799,M,76
17426,4,38,1162500,102299,F,80
17427,4,55,1,101799,M,55
17428,4,52,2,101799,M,50
17429,4,70,1,101799,M,42
17430,4,42,1,102299,M,86
17431,2,16,1,101799,M,30
17432,4,99,-4,101799,F,34
17433,4,55,1,101799,M,75
17434,4,99,-1,102099,F,83
17435,4,16,1,101799,F,33
17436,4,42,1,101799,M,33
17437,4,44,1,102099,F,71
17438,4,99,-2,101799,F,84
17439,4,40,1,101799,M,74
17440,4,40,2,101799,F,71
17441,4,55,1,101799,F,64
17442,1,13,1,101799,F,66
17443,1,42,1,101799,M,56
17444,4,40,1,101799,M,61
17445,4,99,-1,102099,F,62
17446,1,38,1,101799,M,69
17447,4,55,"-97909,38",102099,M,72
17448,4,52,1,102099,F,65
17449,2,55,10000,102199,M,84
17450,4,99,-1,101799,F,31
17451,4,99,-1,102099,F,25
17452,4,99,-1,101799,M,41
17453,4,38,1,102199,F,86
17454,2,42,1,101799,M,31
17455,1,42,1,101799,M,77
17456,4,70,1,101799,M,54
17457,4,99,-1,102199,M,48
17458,4,99,-1,102099,M,48
17459,4,55,1,101799,F,77
17460,1,54,1,101799,F,51
17461,4,99,-1,101799,M,45
17462,4,38,1,102299,F,47
17463,4,42,1,101799,F,71
17464,4,13,1,101699,F,29
17465,4,54,1,102299,M,73
17466,2,40,1,101799,M,76
17467,4,54,1,101799,F,58
17468,4,54,1,102099,M,39
17469,4,44,2,101799,F,32
17470,4,40,1,101799,M,83
17471,4,54,1,101799,M,33
17472,4,52,1,102199,F,49
17473,4,55,1,102299,F,34
17474,4,99,-1,101799,F,78
17475,2,42,1,101799,F,43
17476,4,70,1,101799,M,25
17477,4,99,-1,101799,M,70
17478,4,55,1,101799,M,69
17479,4,55,1,101799,F,50
17480,4,99,-1,101799,F,66
17481,6,13,1,101799,F,61
17482,4,99,-13,102099,F,69
17483,4,40,2,102099,M,53
17484,4,99,-5,102099,M,38
17485,6,16,1,101799,M,35
17486,4,18,1,101799,F,26
17487,4,99,-1,102199,F,61
17488,4,99,-8000,101799,F,49
17489,4,44,1,101799,M,67
17490,4,99,-32550,102199,F,44
17491,2,40,1,101799,M,61
17492,4,99,-2,101799,F,30
17493,4,18,1,101799,M,45
17494,4,99,-1,101799,F,72
17495,4,99,-1,101799,F,23
17496,2,54,2,101799,M,38
17497,6,52,1,101799,F,64
17498,4,99,-3,102099,M,60
17499,1,52,1,101799,F,78
17500,4,55,24,102099,F,43
17501,2,44,1,101799,F,34
17502,4,42,2,102199,M,73
17503,2,42,11,101799,M,65
17504,2,38,1,102199,M,41
17505,6,42,2,102199,M,83
17506,6,40,1,101799,F,51
17507,4,99,-1,101799,F,68
17508,4,16,1,101799,F,44
17509,1,38,1,101799,M,51
17510,4,16,1,101799,M,81
17511,1,16,1,102199,F,43
17512,4,54,1,101799,F,66
17513,2,44,2,101799,M,82
17514,4,99,-3,101799,F,56
17515,4,42,1,102099,F,31
17516,4,44,"-3750,01",101799,F,73
17517,4,40,1,101799,M,28
17518,4,44,1,101799,F,73
17519,4,99,-1,101799,M,32
17520,4,99,-1,101799,F,43
17521,4,55,1000,101799,M,65
17522,4,52,2,101799,M,56
17523,4,99,-1,101799,F,59
17524,2,13,1,101799,M,82
17525,4,67,1,101799,F,28
17526,4,44,"2033,9",101799,F,31
17527,6,67,1,101799,M,49
17528,4,52,1,102099,M,81
17529,6,16,1,101799,F,30
17530,4,99,-3,102099,F,29
17531,1,52,1,101799,M,32
17532,4,40,1,102199,M,52
17533,4,70,2,101799,F,83
17534,4,99,-1,102099,M,42
17535,2,18,1,101799,F,69
17536,2,18,1,101799,M,66
17537,2,44,1,101799,F,84
17538,4,99,-1,101799,M,37
17539,4,99,-2,101799,F,54
17540,4,55,3,102199,M,59
17541,4,99,1,101699,M,76
17542,2,40,2,101799,F,56
17543,4,99,-1,101799,M,27
17544,1,54,1,101799,M,81
17545,4,52,1,101799,M,33
17546,2,40,1,102199,M,63
17547,4,52,1,102199,F,26
17548,6,44,1,101799,F,32
17549,2,44,1,101799,F,33
17550,4,55,1,101799,M,48
17551,4,54,2,101799,F,24
17552,4,99,-2,101799,F,60
17553,1,13,1,101799,F,65
17554,4,99,-15,102099,M,54
17555,4,99,-2,101799,M,78
17556,6,44,2,101799,M,25
17557,1,70,1,101799,M,44
17558,4,44,1,101799,M,56
17559,4,52,1,101799,F,78
17560,2,40,1,101799,M,49
17561,4,40,1,102099,M,44
17562,4,42,4650,102099,F,84
17563,4,99,-1,101799,F,37
17564,4,54,"3842,72",101799,F,54
17565,4,99,-1,101799,M,56
17566,4,55,1,101799,F,85
17567,4,40,1,101799,F,41
17568,4,38,1,102099,F,73
17569,4,70,1,102099,M,73
17570,2,44,2,101799,F,52
17571,4,44,1,101799,M,44
17572,4,40,1,102199,M,23
17573,4,52,1,101799,F,30
17574,4,18,2,101799,M,37
17575,4,40,1,102099,M,58
17576,2,70,"612,5",101799,F,25
17577,4,40,4,102099,F,57
17578,2,38,1,101799,M,28
17579,6,42,1,101799,M,77
17580,1,54,1,101799,F,75
17581,6,40,1,102199,M,46
17582,1,38,1,101799,M,74
17583,2,55,1,101799,F,78
17584,4,99,-1,101799,M,58
17585,2,38,1,101799,F,44
17586,4,52,1,101799,F,49
17587,4,99,-1,101799,F,75
17588,4,99,-7,101699,M,34
17589,4,99,-1,101799,M,71
17590,4,42,1,101799,M,80
17591,2,52,1,101799,F,36
17592,1,42,1,101799,M,46
17593,4,44,1,101799,M,45
17594,4,52,1,101799,F,35
17595,4,99,-5,101799,M,31
17596,4,99,-1,102199,F,80
17597,4,99,-1,102099,F,53
17598,1,54,1,101799,F,54
17599,4,67,1,101799,F,60
17600,4,70,"6237,8",102199,M,66
17601,4,16,1,102199,M,70
17602,6,55,1,102299,F,86
17603,4,99,-2,101799,M,41
17604,4,52,2,102199,M,70
17605,2,55,1,101799,F,72
17606,4,42,1,102199,M,54
17607,4,99,-1,101799,M,33
17608,2,44,1,101799,M,72
17609,4,52,1,101799,F,38
17610,1,38,1,101799,M,75
17611,4,99,-15,101799,F,63
17612,2,70,1,102199,F,73
17613,1,44,1250,101799,F,32
17614,2,55,1000,101799,M,37
17615,4,42,1,102299,M,55
17616,4,99,-1,101899,F,86
17617,4,99,-1,101799,F,35
17618,4,40,1,102199,M,24
17619,4,54,1,102199,M,60
17620,4,49,1,101799,M,30
17621,1,38,1,101799,M,73
17622,4,99,-1,101799,M,27
17623,4,99,-5,102099,M,52
17624,6,55,1,101799,F,67
17625,1,16,"674,38",102199,F,23
17626,4,99,-1,101799,F,29
17627,4,44,1,102099,F,23
17628,4,44,1,102099,M,35
17629,4,99,-5,102099,F,86
17630,4,52,2,102099,F,66
17631,4,55,3,102099,M,79
17632,2,18,1,101799,M,66
17633,6,38,1,101799,F,64
17634,2,70,1,101799,M,40
17635,4,99,-2,101799,F,61
17636,4,42,2000,101799,F,28
17637,4,67,3,102299,F,24
17638,4,55,1,101799,F,30
17639,4,54,1,101799,F,42
17640,4,99,-1,102099,F,69
17641,4,54,4,101799,F,65
17642,1,40,2,101799,M,60
17643,2,44,1,101799,M,71
17644,2,52,1,102199,F,69
17645,4,40,1,101799,M,78
17646,4,99,-1,102299,F,32
17647,4,55,1,101799,M,43
17648,2,18,"-34975,35",102199,F,72
17649,4,44,1,101799,M,43
17650,4,13,1,101799,M,23
17651,2,54,1,102199,F,74
17652,2,44,1,101799,M,86
17653,1,54,1250,101799,M,30
17654,4,99,-2,101799,F,61
17655,2,13,1,101799,F,81
17656,2,54,1,101799,M,44
17657,4,99,-1,102199,F,73
17658,2,13,"-674,38",101799,F,43
17659,4,16,1,101799,F,38
17660,2,42,1,101799,M,52
17661,4,44,1,101799,M,64
17662,1,38,1,101799,F,37
17663,4,99,-9,102099,F,83
17664,4,44,1,102099,M,32
17665,6,70,1,102099,F,86
17666,6,44,1,101799,M,48
17667,4,42,1,101799,F,52
17668,4,40,10,102099,M,23
17669,4,99,-1,101799,F,51
17670,4,44,1,101799,M,49
17671,4,44,1,102199,F,48
17672,2,16,1,101799,F,55
17673,4,99,-1,102199,M,73
17674,2,44,1,101799,M,74
17675,1,52,1,101799,F,38
17676,4,99,-1,101799,F,50
17677,2,52,6,101799,F,74
17678,4,99,-1,102299,M,86
17679,4,99,-1,101799,M,82
17680,2,52,3,101799,F,77
17681,4,44,2,102099,F,60
17682,4,42,1,101799,F,49
17683,2,42,1,101799,M,38
17684,2,55,1,101799,M,72
17685,4,99,-1,102099,F,45
17686,1,55,1,101799,M,49
17687,2,52,1,101799,F,50
17688,4,99,2,101699,M,73
17689,4,16,1,102199,M,34
17690,4,99,-1,102199,F,34
17691,4,70,5,102099,F,50
17692,6,55,1,101799,M,50
17693,1,55,1,101799,F,75
17694,4,99,-1,101799,F,45
17695,4,99,-1,102099,M,43
17696,4,99,-1,101799,M,46
17697,1,52,"-674,38",101799,F,52
17698,4,44,1,101799,M,62
17699,2,42,550,101799,F,35
17700,4,99,-2,102099,M,73
17701,1,38,1,101799,F,74
17702,4,99,-5,102099,F,64
17703,4,13,2,102199,F,24
17704,4,99,-1,101799,F,76
17705,4,38,3,101799,M,64
17706,4,52,3,102099,F,78
17707,4,18,1,102199,F,48
17708,6,52,1,102199,F,75
17709,4,99,-1,102199,F,73
17710,4,99,-8,102099,M,70
17711,4,52,1,101799,M,70
17712,2,38,1,101799,F,60
17713,6,54,1,101799,M,47
17714,6,70,1,101799,F,32
17715,2,16,1,101799,M,24
17716,4,40,1,101799,M,33
17717,1,44,1,102199,M,43
17718,1,40,1,101799,M,43
17719,2,42,1,101799,F,45
17720,2,18,1,101799,M,43
17721,4,54,1,102199,F,26
17722,4,99,-1,102199,M,51
17723,4,42,1,101799,M,70
17724,4,99,-1,102199,M,40
17725,4,38,1,101799,F,51
17726,4,16,1,101799,F,63
17727,4,42,1,102199,M,59
17728,1,70,1,101799,F,32
17729,4,67,1,101799,F,86
17730,4,52,1,101799,F,29
17731,4,52,5,102199,M,86
17732,4,16,1,101799,M,50
17733,4,52,1,102299,F,78
17734,2,54,1,101799,M,86
17735,4,99,-1,102199,F,23
17736,4,99,-1,101799,M,31
17737,4,38,1,102199,M,79
17738,4,44,1,102099,M,85
17739,1,38,1,101799,M,85
17740,4,70,4,102299,F,45
17741,4,99,-10,102299,F,26
17742,6,40,1,101799,M,35
17743,4,40,1,101799,M,32
17744,4,52,1,101799,F,37
17745,2,42,"-2922,29",101799,F,59
17746,2,16,1,101799,M,67
17747,4,42,1,102199,M,47
17748,4,44,3,102099,M,26
17749,2,42,1,101799,M,75
17750,6,70,1,101799,F,55
17751,1,42,1,101799,F,72
17752,1,54,1,101799,F,80
17753,4,54,1,101799,F,75
17754,4,99,-1,101799,F,30
17755,4,99,-1,102099,F,65
17756,4,44,1,101899,F,52
17757,4,55,2,102199,M,53
17758,2,18,1,101799,F,61
17759,2,16,50000,101799,M,67
17760,4,40,1,101799,F,84
17761,6,55,1,101799,F,65
17762,2,70,1,102199,F,76
17763,4,99,-21,102299,M,35
17764,4,70,11500,101799,M,35
17765,4,54,5,102199,M,66
17766,1,42,1,101799,M,54
17767,4,99,-1,101799,F,79
17768,4,16,1,102299,F,38
17769,1,40,1,101799,F,27
17770,4,52,1,102299,M,58
17771,2,44,1,101799,F,84
17772,4,99,-2,102199,F,58
17773,4,40,1,101799,M,69
17774,6,52,1,101799,F,39
17775,4,13,1,102099,F,25
17776,1,40,1,101799,M,83
17777,4,99,-2,102199,M,43
17778,2,54,1,101799,M,65
17779,1,55,1,102199,F,78
17780,6,54,1,101799,M,23
17781,2,54,2,102199,M,52
17782,4,99,-1,101799,M,79
17783,2,52,1,101799,M,49
17784,4,52,1,101799,F,58
17785,4,99,-2,101799,M,73
17786,4,44,1,102199,F,81
17787,4,55,1,101799,F,61
17788,6,70,1,101799,M,49
17789,1,18,1,101799,F,28
17790,4,99,-1,101799,M,86
17791,4,99,-2,101799,M,68
17792,4,13,1,101799,M,70
17793,1,42,1,101799,F,24
17794,4,99,-3,102099,F,43
17795,4,99,-2,102099,F,27
17796,4,40,1,101799,M,33
17797,1,44,1,101799,F,54
17798,4,40,1,101799,M,57
17799,2,54,1,101799,M,27
17800,1,55,1,101799,F,73
17801,4,13,1,101799,F,84
17802,4,99,-1,102099,F,43
17803,2,16,1,101799,M,27
17804,4,52,1,102099,M,47
17805,4,40,1,101799,M,84
17806,4,54,1,102199,F,85
17807,4,54,1,101799,F,47
17808,2,55,1,101799,M,43
17809,6,16,1,101799,F,45
17810,4,99,-7,102099,F,34
17811,4,99,-1,102199,F,67
17812,6,42,1,101799,F,48
17813,4,99,-1,102099,M,72
17814,4,99,-1,101799,M,44
17815,6,40,1,101799,F,79
17816,4,13,1,102299,M,37
17817,4,13,7100,102099,M,37
17818,4,44,1,102099,M,34
17819,4,99,-1,101799,M,64
17820,4,99,-2,102199,F,51
17821,4,55,1,102099,F,78
17822,1,40,1,102199,F,43
17823,4,52,1,101799,M,63
17824,1,54,1,101799,F,47
17825,4,54,12,102099,F,30
17826,4,42,1,101799,M,64
17827,2,18,1,101799,F,46
17828,4,16,1,102299,M,60
17829,4,99,-1,101799,M,71
17830,6,16,1,102199,M,74
17831,4,18,1,102099,M,40
17832,1,44,"-1080,63",101799,M,86
17833,4,52,2,101799,F,69
17834,4,38,1,101999,M,46
17835,4,99,-1,101799,F,25
17836,6,38,1,102199,F,72
17837,4,44,2,102199,F,32
17838,4,40,1,101799,M,43
17839,4,40,1,101799,M,34
17840,4,38,1,101799,M,33
17841,4,42,1,102199,F,48
17842,4,99,-10,102099,F,24
17843,2,42,2,101799,M,60
17844,4,18,1,101799,M,39
17845,2,40,1,101799,M,48
17846,6,42,1,101799,F,60
17847,4,16,1,101799,F,78
17848,2,38,1,102199,F,39
17849,4,16,1,101799,F,84
17850,4,42,1,101799,F,30
17851,6,54,1,101799,F,86
17852,2,42,1,101799,F,85
17853,1,54,1,101799,F,29
17854,4,54,1,101799,F,75
17855,4,42,6,102099,M,76
17856,1,16,1,101799,M,23
17857,2,38,1,101799,M,37
17858,2,54,5000,101799,M,58
17859,1,40,1,101799,F,73
17860,1,18,1,102199,M,23
17861,6,55,1,101799,M,61
17862,1,44,1,101799,M,27
17863,4,44,1,102299,F,81
17864,2,52,1,101799,M,44
17865,4,52,3,102299,F,31
17866,4,44,1,102099,F,77
17867,2,42,1,101799,M,46
17868,6,40,1,101799,M,31
17869,4,52,1,101799,F,59
17870,4,44,1,101699,M,86
17871,4,16,1,101799,F,86
17872,4,42,1,101799,F,78
17873,4,18,1,101799,M,61
17874,4,44,2,101799,F,37
17875,4,55,2,102099,M,85
17876,6,52,1,101799,M,50
17877,4,99,-3,101799,M,25
17878,2,70,1,102199,M,25
17879,4,99,-1,101799,M,85
17880,1,70,"674,38",102199,M,84
17881,4,44,1,102099,F,24
17882,6,16,1,101799,M,31
17883,4,44,1,102099,M,35
17884,1,52,1,101799,F,60
17885,4,44,1,101799,M,44
17886,4,55,"-19614,16",102099,F,29
17887,4,99,-2,101799,F,82
17888,1,52,1,101799,M,39
17889,4,52,1,102299,M,77
17890,4,13,1,102199,F,80
17891,4,67,1,101799,F,82
17892,4,99,-1,102199,M,78
17893,4,54,1,102099,F,57
17894,4,55,1,101799,M,59
17895,4,54,12350,102199,M,48
17896,6,16,1,102199,M,83
17897,4,52,1,102099,F,41
17898,6,40,1,102199,F,86
17899,4,52,1,102199,M,54
17900,1,38,1,101799,M,71
17901,4,42,1,101799,M,51
17902,4,52,1,101799,F,74
17903,2,70,1,102199,M,72
17904,4,99,-1,101799,M,38
17905,4,38,1,102099,M,32
17906,4,44,5,102299,M,55
17907,4,99,-16,102099,F,85
17908,4,40,2,102099,M,26
17909,2,40,1,101799,F,32
17910,6,42,1,101799,F,73
17911,4,99,-1,101799,F,60
17912,2,40,-1250,101799,M,44
17913,2,13,1,101799,M,24
17914,4,18,1,101799,M,45
17915,4,38,1,102299,M,79
17916,4,40,1,101799,M,32
17917,1,42,1,101799,M,78
17918,4,99,-21,101799,F,71
17919,4,40,3,101799,F,57
17920,4,13,1,101799,F,35
17921,6,52,1,101799,M,65
17922,4,40,1,101799,F,49
17923,4,99,-5,101799,F,66
17924,4,99,-3,101799,M,32
17925,6,42,1,101799,F,67
17926,1,54,1,101799,M,81
17927,4,16,1,102099,M,37
17928,2,13,1,101799,F,79
17929,4,54,2,102199,F,55
17930,4,16,1,101799,F,45
17931,6,70,1,101799,F,64
17932,6,44,1,101799,M,86
17933,4,44,1,101799,M,79
17934,1,55,1,101799,F,82
17935,4,55,1,102099,F,28
17936,4,54,2,101799,M,68
17937,1,52,1,101799,F,53
17938,4,99,1,102299,M,43
17939,2,18,1,101799,F,49
17940,4,54,3,102199,M,72
17941,2,52,1,101799,M,39
17942,6,16,1,101799,F,67
17943,1,16,1,102199,M,41
17944,6,44,1,101799,M,55
17945,1,52,1,101799,M,65
17946,4,54,1,102199,M,32
17947,4,40,2,101799,F,53
17948,4,52,1,101799,M,78
17949,4,99,-2,102199,F,25
17950,4,13,2,101799,M,70
17951,6,38,1,101799,M,68
17952,6,42,1,101799,F,66
17953,4,99,-1,101799,M,36
17954,1,38,1,101799,M,33
17955,4,99,-1,101799,F,71
17956,4,42,1,101799,F,58
17957,4,99,-1,101799,F,75
17958,1,38,1,101799,F,73
17959,1,52,1,101799,F,26
17960,4,99,-1,101799,M,51
17961,4,49,2,101799,M,56
17962,6,52,1,101799,F,29
17963,4,99,-2,101799,M,37
17964,4,18,1,101799,M,50
17965,4,55,1,101799,F,38
17966,4,99,"-2687,5",101799,M,33
17967,6,54,1,101799,F,57
17968,4,42,1,101799,F,26
17969,4,99,-1,101799,F,48
17970,1,52,1,101799,F,68
17971,4,99,-1,101799,M,77
17972,4,55,4,102099,M,50
17973,4,44,1,101799,F,44
17974,4,99,-2,101799,F,46
17975,4,54,1,101799,M,27
17976,4,42,2,102099,F,86
17977,4,99,-1,101799,M,75
17978,4,99,-1,102199,M,69
17979,1,55,1,101799,F,35
17980,4,99,-2,101799,F,41
17981,4,99,-1,101799,M,79
17982,4,44,1,102099,F,49
17983,4,13,1,102099,M,78
17984,4,99,-6,101799,M,83
17985,2,55,1,101799,F,84
17986,4,99,-1,101799,F,68
17987,2,40,2900,101799,F,46
17988,4,52,31000,102099,F,65
17989,4,16,"2666,68",101799,M,83
17990,4,99,-2,102299,F,67
17991,2,52,1,101799,M,74
17992,4,44,1,102199,M,78
17993,4,16,"1744,68",102099,M,65
17994,4,40,1,102099,M,35
17995,4,67,1,101699,M,63
17996,2,13,1,101799,F,59
17997,4,52,"7725,48",101799,M,45
17998,4,99,-1,102099,F,36
17999,4,40,1,101799,M,53
18000,1,55,1,101799,M,60
18001,4,55,1,101799,F,48
18002,2,18,1,101799,F,60
18003,1,38,1,101799,M,71
18004,4,44,"31779,66",101799,M,78
18005,2,18,3,102199,F,39
18006,4,52,"14100,57",101799,F,76
18007,4,99,-1,101999,F,41
18008,2,16,1,101799,M,73
18009,2,40,1,102199,F,70
18010,4,99,-1,101799,F,60
18011,4,99,-2,102199,M,37
18012,4,70,"135593,22",102099,M,72
18013,4,99,-1,101799,F,53
18014,4,52,2,102199,M,58
18015,1,52,1,101799,M,71
18016,6,54,1,101799,F,25
18017,4,42,1,101799,M,59
18018,1,42,1,101799,F,61
18019,4,38,1,101799,F,65
18020,4,44,"119,17",102099,M,54
18021,4,52,2,101699,F,48
18022,4,42,1,102099,F,64
18023,4,52,4,102299,M,80
18024,1,42,1,101799,F,25
18025,4,52,"17550,92",101799,F,29
18026,4,44,1,101799,F,81
18027,4,99,-1,101799,M,39
18028,4,54,1,101799,M,41
18029,4,67,1,102099,M,24
18030,2,38,1,101799,F,51
18031,2,55,1,101799,F,71
18032,4,16,1,101799,M,80
18033,4,13,1,102099,F,82
18034,6,18,1,101799,M,48
18035,4,54,1,102099,M,81
18036,4,99,-1,101799,F,65
18037,4,42,1,101799,M,66
18038,4,55,1,101699,F,76
18039,4,44,4,102199,F,63
18040,4,55,1,102299,M,61
18041,4,54,3,102199,F,70
18042,2,13,1,101799,F,79
18043,1,38,1,101799,M,52
18044,4,40,1,101799,M,62
18045,6,54,1,101799,F,77
18046,2,16,"1808,92",101799,M,46
18047,4,13,1,101799,M,39
18048,2,38,4,102199,M,39
18049,4,38,2,101799,M,67
18050,1,54,1,101799,M,40
18051,4,54,1,101799,M,57
18052,1,38,1,101799,M,26
18053,4,99,-1,102099,F,67
18054,4,44,1,101799,F,34
18055,4,40,1,101799,M,56
18056,6,70,1,101799,F,57
18057,2,42,1,102199,M,32
18058,4,54,1,101799,M,46
18059,2,70,1,101799,F,80
18060,4,13,2,101799,M,60
18061,6,40,1,101799,M,48
18062,4,13,1,102199,M,81
18063,1,40,1,101799,M,66
18064,4,44,1,102299,F,33
18065,4,42,1,101799,F,62
18066,4,52,1,101799,F,42
18067,2,40,500,101799,F,56
18068,4,38,1,101799,F,86
18069,1,18,1250,101799,M,84
18070,2,55,1,102199,M,42
18071,2,55,1,101799,F,83
18072,2,16,1,101799,M,82
18073,4,77,1,102099,F,27
18074,4,67,1,101799,F,35
18075,4,99,-1,102099,F,55
18076,2,42,1,101799,M,60
18077,4,42,1,101799,F,53
18078,2,40,1,101799,M,44
18079,4,99,-1,101799,M,35
18080,4,99,-1,102099,F,24
18081,4,55,3,102099,F,61
18082,4,67,1,102099,M,51
18083,4,42,1,101799,M,40
18084,4,70,2,101799,F,28
18085,4,52,1,101799,F,62
18086,4,13,1,102099,M,84
18087,4,99,-2,101799,M,84
18088,2,44,1,101799,F,49
18089,4,67,1,101799,F,50
18090,6,42,1,101799,F,85
18091,6,54,10,101799,M,32
18092,1,52,1,101799,F,81
18093,4,52,1,101799,M,53
18094,4,99,-1,102199,M,73
18095,1,52,1,101799,F,40
18096,6,55,1,101799,M,54
18097,1,40,1,101799,F,70
18098,4,13,1,102299,M,48
18099,4,42,1,102199,M,30
18100,4,99,-1,101799,F,37
18101,4,99,-5,101799,F,60
18102,4,52,1,101799,M,70
18103,1,42,1,101799,M,81
18104,4,16,1,102099,M,36
18105,4,38,1,102199,F,39
18106,4,44,1,102099,M,31
18107,4,99,-2,102299,F,71
18108,4,99,-3,102099,F,45
18109,4,99,-1,101799,M,69
18110,6,54,1,101799,F,69
18111,4,99,-1,101799,M,71
18112,1,44,1,101799,M,65
18113,4,40,1,101799,F,26
18114,4,52,1,102299,F,81
18115,1,52,1,101799,F,55
18116,2,42,1,101799,M,74
18117,1,52,1,102199,M,39
18118,4,99,-2,102099,F,51
18119,4,99,-1,101799,M,40
18120,1,18,1,101799,F,85
18121,4,99,-1,101799,F,30
18122,2,54,1,101799,M,86
18123,4,40,1,101799,M,23
18124,4,99,-1,101799,M,49
18125,4,18,2,102099,M,27
18126,4,18,1,101799,M,47
18127,4,52,1,102299,F,44
18128,4,52,1,101799,M,84
18129,4,38,1,101799,F,79
18130,4,42,1,102099,M,23
18131,4,99,-2,102099,M,58
18132,4,44,1,101799,M,84
18133,6,52,1,101799,M,31
18134,1,38,1,101799,M,40
18135,4,99,-2,102199,M,83
18136,4,54,1,101799,F,65
18137,4,99,-1,101799,M,85
18138,6,18,1,102199,F,42
18139,4,99,-3,101799,F,52
18140,4,38,2,102099,F,29
18141,2,55,1,101799,M,37
18142,2,54,2,101799,F,52
18143,4,99,-4,102099,F,77
18144,1,55,"-674,38",101799,M,36
18145,2,54,1,101799,F,58
18146,4,52,1,101799,M,32
18147,4,40,1,102299,F,60
18148,4,99,-2,101799,M,65
18149,1,52,1,101799,M,72
18150,6,16,1,101799,F,67
18151,1,42,1,101799,M,39
18152,2,42,1,101799,M,25
18153,4,99,-2,102099,F,45
18154,4,38,1,102299,F,39
18155,4,99,-1,102099,M,32
18156,1,40,1,102199,M,37
18157,4,13,3,101799,M,53
18158,4,99,-2,101899,M,42
18159,4,99,-1,101799,F,32
18160,4,99,-1,101799,F,44
18161,4,99,-1,101799,M,23
18162,4,42,5204,101799,M,65
18163,4,99,-1,102199,M,58
18164,4,42,2,102299,M,70
18165,4,99,-1,101799,F,47
18166,4,99,-8,102299,M,83
18167,1,42,1,101799,M,74
18168,4,52,1,101799,M,44
18169,4,99,-2,102299,F,38
18170,4,16,1,101799,F,56
18171,2,16,1,101799,F,41
18172,1,42,1,101799,M,62
18173,4,99,-1,101799,M,73
18174,4,99,-1,101799,F,27
18175,4,99,-6,102099,M,70
18176,1,55,1,101799,M,69
18177,4,99,-1,101799,F,84
18178,4,13,1,101799,M,78
18179,2,44,1,101799,F,73
18180,4,99,-1,102099,F,27
18181,4,52,1,101799,M,80
18182,4,42,2,101799,M,44
18183,1,38,1,101799,M,38
18184,1,52,1,101799,M,73
18185,6,38,1,101799,F,74
18186,4,13,2,102299,F,28
18187,1,16,1,101799,F,65
18188,4,99,-2,102199,F,24
18189,4,44,"3344,14",102299,M,79
18190,4,99,-1,102099,M,28
18191,4,13,1,101699,F,58
18192,6,70,1,101799,M,63
18193,2,44,1,101799,F,72
18194,1,54,1,101799,F,41
18195,6,49,1,102199,M,66
18196,4,13,5,102199,M,60
18197,4,99,1,101799,M,60
18198,4,52,3,101799,F,39
18199,4,18,1,101799,F,59
18200,4,99,-1,101799,F,59
18201,4,52,1,102299,M,69
18202,4,18,1,101799,M,28
18203,4,44,1,102199,F,54
18204,2,54,1,101799,M,51
18205,2,42,1,101799,F,65
18206,2,52,1,101799,M,77
18207,2,40,1,101799,F,68
18208,6,40,1,102199,M,69
18209,4,42,2,102199,F,65
18210,4,38,1,101799,F,32
18211,4,52,3,102099,F,59
18212,1,38,1,101799,M,38
18213,4,99,-1,102099,F,84
18214,2,42,1,101799,F,50
18215,2,44,1,101799,F,71
18216,4,16,2,102199,F,38
18217,4,99,-2,102299,M,32
18218,4,99,-1,102099,F,45
18219,4,54,1,101799,M,32
18220,4,52,1,101799,M,27
18221,4,44,1,101799,M,40
18222,4,42,1,101799,M,62
18223,1,18,1,101799,F,78
18224,1,40,1,101799,F,42
18225,4,40,1,102099,M,76
18226,4,44,2,101799,F,36
18227,4,44,1,102099,F,82
18228,2,38,1,101799,F,52
18229,1,42,1,101799,F,66
18230,4,55,1,101799,F,24
18231,1,42,1,101799,M,78
18232,1,38,1,101799,M,45
18233,1,38,1,101799,M,40
18234,4,42,"2033,9",102199,M,43
18235,4,54,3,102099,F,46
18236,1,38,1,101799,F,40
18237,4,99,-3,102099,F,68
18238,1,55,1,101799,M,85
18239,1,40,1,101799,M,49
18240,4,42,1,101799,M,53
